ref	pos	strand	u	d	ur	pval	passed
ENST00000752543.1|ENSG00000272691.2|OTTHUMG00000186154.1|-|ENST00000752543|ENSG00000272691|534|	15	-	3	140	0.02142857142857143	0.016155017818507707	false
ENST00000562538.1|ENSG00000260246.1|OTTHUMG00000172930.1|OTTHUMT00000421369.1|ENST00000562538|ENSG00000260246|491|	248	-	10	518	0.019305019305019305	0.00003472588110948891	false
ENST00000418602.2|ENSG00000227741.2|OTTHUMG00000031606.1|OTTHUMT00000077411.1|ENST00000418602|ENSG00000227741|1579|	1035	-	0	167	0.0	1.0	false
ENST00000452431.5|ENSG00000293616.2|OTTHUMG00000153728.26|OTTHUMT00000329620.3|PCBP1-AS1-248|PCBP1-AS1|1194|	191	-	0	82	0.0	1.0	false
ENST00000662121.1|ENSG00000232931.7|OTTHUMG00000155186.10|OTTHUMT00000526205.1|LINC00342-210|LINC00342|879|	106	+	1	19	0.05263157894736842	0.06893726086493313	false
ENST00000826804.1|ENSG00000227400.3|OTTHUMG00000153821.1|-|ENST00000826804|ENSG00000227400|1711|	1349	+	2	51	0.0392156862745098	0.015893475339740545	false
ENST00000625256.1|ENSG00000280927.1|OTTHUMG00000189534.1|OTTHUMT00000479923.1|CTBP1-AS-201|CTBP1-AS|3886|	710	-	11	459	0.023965141612200435	1.8930636281347368e-6	true
ENST00000500031.1|ENSG00000245748.2|OTTHUMG00000159982.1|OTTHUMT00000358686.1|ENST00000500031|ENSG00000245748|4300|	2897	-	2	168	0.011904761904761904	0.13177345127575754	false
ENST00000752777.1|ENSG00000298064.1|-|-|ENST00000752777|ENSG00000298064|480|	478	+	16	284	0.056338028169014086	3.3365753033303096e-14	true
ENST00000736664.1|ENSG00000296127.1|-|-|ENST00000736664|ENSG00000296127|696|	95	-	20	543	0.03683241252302026	6.772883224507962e-14	true
ENST00000606994.3|ENSG00000272086.3|OTTHUMG00000185453.1|OTTHUMT00000470550.1|GOLPH3-DT-201|GOLPH3-DT|1926|	104	-	0	189	0.0	1.0	false
ENST00000655600.1|ENSG00000248473.3|OTTHUMG00000162379.2|OTTHUMT00000527101.1|LINC01962-202|LINC01962|1840|	1538	-	12	46	0.2608695652173913	2.6945259692208435e-19	true
ENST00000696632.1|ENSG00000293281.1|-|-|ENST00000696632|ENSG00000293281|3244|	2459	+	2	184	0.010869565217391304	0.15228345741075885	false
ENST00000691329.2|ENSG00000289375.2|-|-|ENST00000691329|ENSG00000289375|1855|	172	-	0	136	0.0	1.0	false
ENST00000836966.1|ENSG00000308871.1|-|-|ENST00000836966|ENSG00000308871|383|	113	-	0	186	0.0	1.0	false
ENST00000827816.1|ENSG00000226803.10|OTTHUMG00000014917.6|-|ZNF451-AS1-228|ZNF451-AS1|1061|	13	-	7	60	0.11666666666666667	3.3989428059121393e-9	true
ENST00000790494.1|ENSG00000273055.2|OTTHUMG00000186301.1|-|ENST00000790494|ENSG00000273055|335|	24	-	0	243	0.0	1.0	false
ENST00000523081.2|ENSG00000253133.2|OTTHUMG00000164080.3|OTTHUMT00000377154.3|GPAT4-AS1-201|GPAT4-AS1|4033|	1867	-	4	276	0.014492753623188406	0.0210097123826068	false
ENST00000523081.2|ENSG00000253133.2|OTTHUMG00000164080.3|OTTHUMT00000377154.3|GPAT4-AS1-201|GPAT4-AS1|4033|	1872	-	0	273	0.0	1.0	false
ENST00000643616.1|ENSG00000229140.13|OTTHUMG00000164848.68|OTTHUMT00000497274.1|CCDC26-210|CCDC26|20097|	8749	-	0	22	0.0	1.0	false
ENST00000848559.1|ENSG00000310253.1|-|-|ENST00000848559|ENSG00000310253|1350|	616	+	2361	6536	0.3612301101591187	0.0	true
ENST00000412023.5|ENSG00000293161.1|-|OTTHUMT00000345210.1|ENST00000412023|ENSG00000293161|1438|	868	+	1	300	0.0033333333333333335	0.6762618396105773	false
